state,GOP,DEM,pollster,population,sample_size,start_date,end_date
OR,43,49,Oregonian/KATU,lv,608,10/25/2004,10/27/2004
MI,46,50,Rasmussen,lv,600,10/25/2004,10/31/2004
MN,47,48,Rasmussen,lv,600,10/25/2004,10/31/2004
PA,47,49,Rasmussen,lv,600,10/25/2004,10/31/2004
OH,50,46,Rasmussen,lv,600,10/25/2004,10/31/2004
FL,50,47,Rasmussen,lv,600,10/25/2004,10/31/2004
MI,46,50,Research 2000,lv,600,10/25/2004,10/27/2004
IA,49,48,Research 2000,lv,600,10/25/2004,10/27/2004
NC,51,45,Research 2000,lv,600,10/25/2004,10/27/2004
CO,51,42,Rocky Mtn News,lv,500,10/25/2004,10/27/2004
NY,37,52,Siena,lv,1062,10/25/2004,10/28/2004
OH,48,47,Strategic Vision,lv,801,10/25/2004,10/27/2004
PA,48,48,Strategic Vision,lv,801,10/25/2004,10/27/2004
IA,49,46,Strategic Vision,lv,801,10/25/2004,10/27/2004
FL,50,46,Strategic Vision,lv,801,10/25/2004,10/27/2004
RI,41,54,SurveyUSA,lv,594,10/25/2004,10/27/2004
OR,47,50,SurveyUSA,lv,687,10/25/2004,10/27/2004
AL,57,39,SurveyUSA,lv,636,10/25/2004,10/27/2004
KS,60,37,SurveyUSA,lv,651,10/25/2004,10/27/2004
WV,52,43,Zogby/WSJ,lv,398,10/25/2004,10/28/2004
OH,48,45,Clev. Plain Dealer,lv,1500,10/26/2004,10/28/2004
MI,41,43,Detroit News,lv,600,10/26/2004,10/28/2004
NM,48,44,Rasmussen,lv,500,10/26/2004,10/26/2004
AZ,50,45,Rasmussen,lv,500,10/26/2004,10/26/2004
CT,42,52,Research 2000,lv,600,10/26/2004,10/28/2004
NH,46,49,Research 2000,lv,600,10/26/2004,10/28/2004
MN,41,49,Star-Tribune,lv,996,10/26/2004,10/29/2004
NY,39,57,SurveyUSA,lv,628,10/26/2004,10/28/2004
TX,59,37,SurveyUSA,lv,602,10/26/2004,10/28/2004
NM,47,48,ARG,lv,600,10/27/2004,10/30/2004
WI,52,44,CNN/USAT/Gallup,lv,1119,10/27/2004,10/30/2004
OR,44,50,Mason-Dixon,lv,625,10/27/2004,10/29/2004
MI,45,47,Mason-Dixon,lv,625,10/27/2004,10/29/2004
NH,46,47,Mason-Dixon,lv,625,10/27/2004,10/29/2004
PA,46,48,Mason-Dixon,lv,625,10/27/2004,10/29/2004
WI,46,48,Mason-Dixon,lv,625,10/27/2004,10/29/2004
OH,48,46,Mason-Dixon,lv,625,10/27/2004,10/29/2004
FL,49,45,Mason-Dixon,lv,625,10/27/2004,10/29/2004
IA,49,44,Mason-Dixon,lv,625,10/27/2004,10/29/2004
MO,49,44,Mason-Dixon,lv,625,10/27/2004,10/29/2004
NM,49,45,Mason-Dixon,lv,625,10/27/2004,10/29/2004
CO,50,43,Mason-Dixon,lv,625,10/27/2004,10/29/2004
NV,50,44,Mason-Dixon,lv,625,10/27/2004,10/29/2004
AR,51,43,Mason-Dixon,lv,625,10/27/2004,10/29/2004
WV,51,43,Mason-Dixon,lv,625,10/27/2004,10/29/2004
OH,50.1,49.2,Ohio Poll/UofC,lv,877,10/27/2004,10/31/2004
NJ,43,48,Quinnipiac,lv,984,10/27/2004,10/31/2004
PA,47,47,Quinnipiac,lv,909,10/27/2004,10/31/2004
FL,51,43,Quinnipiac,lv,1098,10/27/2004,10/31/2004
FL,50,45,Rasmussen,lv,500,10/27/2004,10/27/2004
IL,40,54,Research 2000,lv,600,10/27/2004,10/28/2004
MN,48,47,St. PP/Mason-Dixon,lv,625,10/27/2004,10/29/2004
NJ,41,45,Star-Ledger,lv,740,10/27/2004,10/29/2004
IL,42,54,SurveyUSA,lv,665,10/27/2004,10/29/2004
NJ,42,54,SurveyUSA,lv,794,10/27/2004,10/29/2004
MD,43,54,SurveyUSA,lv,607,10/27/2004,10/29/2004
VA,51,47,SurveyUSA,lv,606,10/27/2004,10/29/2004
IN,58,39,SurveyUSA,lv,589,10/27/2004,10/29/2004
GA,52,42,Zogby/AJC,lv,501,10/27/2004,10/29/2004
GA,52,42,Zogby/AJC,lv,501,10/27/2004,10/29/2004
MN,44,52,CNN/USAT/Gallup,lv,1098,10/28/2004,10/30/2004
OH,46,50,CNN/USAT/Gallup,lv,1111,10/28/2004,10/31/2004
FL,47,50,CNN/USAT/Gallup,lv,1138,10/28/2004,10/30/2004
PA,50,46,CNN/USAT/Gallup,lv,601,10/28/2004,10/31/2004
ME,44,52,SurveyUSA,lv,1008,10/28/2004,10/30/2004
MI,47,50,SurveyUSA,lv,671,10/28/2004,10/30/2004
NV,49,49,SurveyUSA,lv,535,10/28/2004,10/29/2004
IA,49,49,SurveyUSA,lv,661,10/28/2004,10/30/2004
CO,52,46,SurveyUSA,lv,626,10/28/2004,10/30/2004
GA,55,43,SurveyUSA,lv,628,10/28/2004,10/30/2004
AZ,56,41,SurveyUSA,lv,599,10/28/2004,10/30/2004
TN,58,40,SurveyUSA,lv,629,10/28/2004,10/30/2004
KY,59,38,SurveyUSA,lv,636,10/28/2004,10/30/2004
OK,64,34,SurveyUSA,lv,662,10/28/2004,10/30/2004
FL,48,48,Insider Adv,lv,400,10/29/2004,10/31/2004
NJ,42,42,Strategic Vision,lv,801,10/29/2004,10/31/2004
MI,45,44,Strategic Vision,lv,801,10/29/2004,10/31/2004
WA,45,51,Strategic Vision,lv,801,10/29/2004,10/31/2004
PA,46,47,Strategic Vision,lv,801,10/29/2004,10/31/2004
MN,48,48,Strategic Vision,lv,801,10/29/2004,10/31/2004
OH,48,46,Strategic Vision,lv,801,10/29/2004,10/31/2004
WI,48,46,Strategic Vision,lv,801,10/29/2004,10/31/2004
IA,49,46,Strategic Vision,lv,801,10/29/2004,10/31/2004
GA,55,41,Strategic Vision,lv,801,10/29/2004,10/31/2004
CA,43,54,SurveyUSA,lv,767,10/29/2004,10/31/2004
WA,47,51,SurveyUSA,lv,622,10/29/2004,10/31/2004
PA,47,51,SurveyUSA,lv,766,10/29/2004,10/31/2004
IA,47,50,SurveyUSA,lv,519,10/29/2004,11/1/2004
FL,49,48,SurveyUSA,lv,742,10/29/2004,10/31/2004
OH,49,47,SurveyUSA,lv,816,10/29/2004,10/31/2004
MO,52,47,SurveyUSA,lv,694,10/29/2004,10/31/2004
NC,53,45,SurveyUSA,lv,620,10/29/2004,10/31/2004
NH,49,50,UNH Tracking,lv,716,10/29/2004,10/31/2004
IA,45,50,Zogby,lv,601,10/29/2004,11/1/2004
MN,45,51,Zogby,lv,601,10/29/2004,11/1/2004
WI,45,51,Zogby,lv,601,10/29/2004,11/1/2004
MI,46,52,Zogby,lv,601,10/29/2004,11/1/2004
PA,46,50,Zogby,lv,601,10/29/2004,11/1/2004
FL,48,48,Zogby,lv,601,10/29/2004,11/1/2004
NM,48,51,Zogby,lv,601,10/29/2004,11/1/2004
CO,49,47,Zogby,lv,600,10/29/2004,11/1/2004
OH,49,43,Zogby,lv,601,10/29/2004,11/1/2004
NV,50,45,Zogby,lv,601,10/29/2004,11/1/2004
NH,47,47,ARG,lv,600,10/3/2004,10/5/2004
WI,49,46,CNN/USAT/Gallup,lv,704,10/3/2004,10/5/2004
NH,42,49,Franklin-Pierce,lv,617,10/3/2004,10/4/2004
CO,49,49,Gallup/CNN/USAT,lv,667,10/3/2004,10/6/2004
NM,50,47,Gallup/CNN/USAT,lv,673,10/3/2004,10/6/2004
IA,46,43,Harstead Strategy,rv,717,10/3/2004,10/4/2004
WI,44,48,Lake Snell Perry,lv,600,10/3/2004,10/5/2004
IL,38,55,Research 2000,lv,600,10/3/2004,10/4/2004
PA,47,49,SurveyUSA,lv,776,10/3/2004,10/5/2004
IN,58,39,SurveyUSA,lv,589,10/3/2004,10/5/2004
TN,58,39,SurveyUSA,lv,637,10/3/2004,10/5/2004
ME,47,49,SUSA,lv,653,10/3/2004,10/5/2004
FL,48,50,ARG,lv,600,10/30/2004,11/1/2004
NH,49,48,ARG,lv,600,10/30/2004,11/1/2004
FL,44,49,Fox News,lv,700,10/30/2004,10/31/2004
IA,48,44,Fox News,lv,700,10/30/2004,10/31/2004
WI,48,45,Fox News,lv,700,10/30/2004,10/31/2004
OH,50,47,Fox News,lv,700,10/30/2004,10/31/2004
CO,50,47,SurveyUSA,lv,705,10/30/2004,11/1/2004
NV,53,45,SurveyUSA,lv,636,10/30/2004,11/1/2004
PA,48,49,SurveyUSA,lv,657,10/31/2004,11/1/2004
AR,51,46,SurveyUSA,lv,550,10/31/2004,11/1/2004
AR,52,43,AR News/Op Res,lv,502,10/4/2004,10/6/2004
PA,46,48,ARG,lv,600,10/4/2004,10/6/2004
OH,47,48,ARG,lv,600,10/4/2004,10/6/2004
FL,48,44,Mason-Dixon,lv,625,10/4/2004,10/5/2004
CO,50,41,Mason-Dixon,lv,630,10/4/2004,10/6/2004
LA,51,36,MRI,rv,600,10/4/2004,10/7/2004
TN,50,39,MTSU,rv,624,10/4/2004,10/15/2004
IL,41,52,Rasmussen,lv,500,10/4/2004,10/4/2004
WA,44,49,Strategic Vision,lv,801,10/4/2004,10/6/2004
FL,49,44,Strategic Vision,lv,801,10/4/2004,10/6/2004
IL,39,55,SurveyUSA,lv,644,10/4/2004,10/6/2004
KY,57,38,SurveyUSA,lv,622,10/4/2004,10/6/2004
OK,63,33,SurveyUSA,lv,613,10/4/2004,10/6/2004
MI,42,52,SUSA,lv,659,10/4/2004,10/6/2004
IA,47,48,SUSA,rv,669,10/4/2004,10/6/2004
FL,48,48,Wash Post,lv,655,10/4/2004,10/10/2004
WI,43,48,WPR/St. Norberts,lv,401,10/4/2004,10/13/2004
MD,41,56,SurveyUSA,lv,583,10/5/2004,10/7/2004
CO,52,44,SurveyUSA,lv,598,10/5/2004,10/7/2004
AZ,55,41,SurveyUSA,lv,599,10/5/2004,10/7/2004
GA,58,39,SurveyUSA,lv,594,10/5/2004,10/7/2004
AR,53,44,Univ Arkansas,lv,618,10/5/2004,10/20/2004
WA,44,52,Rasmussen,lv,400,10/6/2004,10/19/2004
MI,46,49,Rasmussen,lv,400,10/6/2004,10/12/2004
PA,46,47,Rasmussen,lv,578,10/6/2004,10/12/2004
GA,54,39,Zogby/AJC,lv,501,10/6/2004,10/8/2004
NJ,43,48,FDU Public Mind,lv,500,10/7/2004,10/11/2004
MT,55,34,MSU,a,411,10/7/2004,10/10/2004
AZ,49,44,NAU,lv,401,10/7/2004,10/11/2004
OH,49,47,Rasmussen,lv,564,10/7/2004,10/13/2004
MO,50,45,Rasmussen,lv,400,10/7/2004,10/20/2004
TN,54,37,Tennessee Poll,rv,656,10/7/2004,10/20/2004
MN,43,45,Chicago Tribune,lv,500,10/8/2004,10/11/2004
WI,43,47,Chicago Tribune,lv,500,10/8/2004,10/11/2004
OH,45,49,Chicago Tribune,lv,500,10/8/2004,10/11/2004
IA,47,45,Chicago Tribune,lv,500,10/8/2004,10/11/2004
NJ,46,46,FDU Public Mind,lv,508,10/8/2004,10/14/2004
OR,43,51,Rasmussen,lv,500,10/8/2004,10/21/2004
MN,45,48,Rasmussen,lv,500,10/8/2004,10/14/2004
FL,49,46,Rasmussen,lv,684,10/8/2004,10/14/2004
OK,50,38,Wilson Research,lv,500,10/8/2004,10/10/2004
PA,47,49,Quinnipiac,lv,1343,10/9/2004,10/11/2004
IA,48,46,Rasmussen,lv,400,10/9/2004,10/22/2004
OR,48,43,Riley Research,lv,400,10/9/2004,10/13/2004
MN,43,48,Star-Tribune,lv,809,10/9/2004,10/11/2004
NJ,41,46,Strategic Vision,lv,801,10/9/2004,10/11/2004
PA,46,45,Strategic Vision,lv,801,10/9/2004,10/11/2004
IA,49,46,Strategic Vision,lv,801,10/9/2004,10/11/2004
WI,49,44,Strategic Vision,lv,801,10/9/2004,10/11/2004
OH,51,43,Strategic Vision,lv,801,10/9/2004,10/11/2004
NY,35,58,SurveyUSA,lv,606,10/9/2004,10/11/2004
RI,36,56,SurveyUSA,lv,603,10/9/2004,10/11/2004
OR,44,53,SurveyUSA,lv,628,10/9/2004,10/11/2004
KS,57,38,SurveyUSA,lv,595,10/9/2004,10/11/2004
TX,60,37,SurveyUSA,lv,598,10/9/2004,10/11/2004
NV,49,48,SurveyUSA,rv,505,2/11/2004,2/12/2004
KY,57,41,SurveyUSA,rv,681,2/14/2004,2/16/2004
IN,51,45,SurveyUSA,rv,585,2/15/2004,2/17/2004
PA,45,47,Mansfield U,rv,1750,2/17/2004,3/3/2004
CA,40,53,LA Times,lv,560,2/18/2004,2/22/2004
TN,48,44,MTSU,rv,701,2/18/2004,2/28/2004
AZ,52,44,SurveyUSA,rv,534,2/18/2004,2/19/2004
AZ,44,46,Ariz St. Univ,rv,430,2/19/2004,2/22/2004
UT,64,31,Deseret News,rv,404,2/19/2004,2/19/2004
PA,46,47,Keystone,rv,532,2/19/2004,2/22/2004
MI,44,49,EPIC/MRA,lv,600,2/22/2004,2/25/2004
MD,38,47,Mason-Dixon,rv,625,2/23/2004,2/25/2004
NC,53,42,SUSA,rv,654,2/23/2004,2/25/2004
MI,40,46,Mitchell Research,lv,600,2/26/2004,3/1/2004
CT,36,49,UConn,rv,448,2/26/2004,2/29/2004
ME,38,51,Strategic Mktg Svs,rv,400,2/28/2004,3/3/2004
NH,38,53,Granite St.,rv,511,2/4/2004,2/12/2004
WA,43,55,SurveyUSA,rv,975,2/4/2004,2/5/2004
IA,42,49,DM Register,rv,800,2/7/2004,2/11/2004
AR,51,43,Ark St. Univ,rv,418,3/1/2004,4/8/2004
NC,51,43,Rasmussen,lv,400,3/1/2004,3/13/2004
FL,45,48,Rasmussen,lv,400,3/1/2004,3/13/2004
IL,36,54,Research 2000,lv,800,3/1/2004,3/3/2004
OH,44,46,Ohio Poll,rv,632,3/10/2004,3/22/2004
OH,41,45,Rasmussen,lv,500,3/14/2004,3/16/2004
MI,44,48,Rasmussen,lv,500,3/14/2004,3/16/2004
PA,44,45,Rasmussen,lv,500,3/14/2004,3/16/2004
NH,45,39,ARG,rv,463,3/15/2004,3/18/2004
NV,49,38,Mason-Dixon,rv,625,3/15/2004,3/17/2004
LA,52,38,Harris-Deville,rv,700,3/17/2004,3/29/2004
AZ,51,42,SurveyUSA,lv,634,3/17/2004,3/18/2004
MD,43,48,Gonzales Research,rv,825,3/19/2004,3/24/2004
OR,47,45,OSU,rv,444,3/19/2004,4/7/2004
TN,52,41,SurveyUSA,lv,678,3/20/2004,3/22/2004
WA,43,47,SurveyUSA,lv,698,3/21/2004,3/23/2004
IN,52,37,IMA,lv,600,3/22/2004,3/24/2004
CT,33,52,UConn,rv,511,3/22/2004,3/28/2004
WI,43,46,ARG,lv,600,3/23/2004,3/25/2004
WV,46,46,ARG,lv,600,3/23/2004,3/24/2004
WI,47,41,Badger Poll,rv,500,3/23/2004,3/31/2004
IA,41,51,Rasmussen,lv,500,3/23/2004,3/23/2004
MN,44,47,Rasmussen,lv,500,3/23/2004,3/23/2004
MO,49,42,Rasmussen,lv,500,3/23/2004,3/23/2004
PA,46,40,Keystone,rv,565,3/25/2004,3/29/2004
WA,44,50,Rasmussen,lv,500,3/25/2004,3/25/2004
MI,43,45,EPIC/MRA,lv,600,3/28/2004,4/1/2004
MN,38,50,Star-Tribune,lv,562,3/28/2004,3/31/2004
MA,32,54,UMass,lv,400,3/29/2004,4/5/2004
FL,44,45,ARG,lv,600,3/3/2004,3/4/2004
FL,43,49,Miami Herald,rv,800,3/3/2004,3/4/2004
IL,39,52,Rasmussen,rv,448,3/3/2004,3/3/2004
KS,57,39,SurveyUSA,rv,501,3/3/2004,3/4/2004
NM,46,45,ARG,lv,600,3/30/2004,4/1/2004
NH,48,43,ARG,lv,600,3/30/2004,4/1/2004
NC,51,44,BP&B,lv,500,3/30/2004,4/1/2004
FL,51,43,Tampa Tribune,rv,625,3/30/2004,4/1/2004
OK,47,35,Insider Adv,rv,400,3/31/2004,4/1/2004
CO,49,40,RMN/News 4,lv,400,3/31/2004,4/1/2004
OR,40,45,The Oregonian,rv,400,3/4/2004,3/4/2004
CA,44,53,Rasmussen,lv,445,3/5/2004,3/11/2004
MI,47,45,MRG,rv,600,3/8/2004,3/14/2004
IL,39,47,Research 2000,rv,625,3/8/2004,3/10/2004
PA,47,49,SUSA,rv,802,3/8/2004,3/10/2004
PA,44,40,Quinnipiac,rv,1022,3/9/2004,3/15/2004
NY,37,54,Marist,rv,602,4/13/2004,4/15/2004
PA,45,39,Quinnipiac,rv,769,4/13/2004,4/19/2004
FL,46,47,Rasmussen,lv,500,4/13/2004,4/13/2004
WI,42,49,St. Norbert/WPR,rv,358,4/14/2004,4/21/2004
AR,47,45,SurveyUSA,lv,565,4/14/2004,4/15/2004
WV,46,41,Rasmussen,lv,500,4/15/2004,4/15/2004
CO,49,44,Rasmussen,lv,500,4/15/2004,4/15/2004
PA,42,42,Pew Research,rv,867,4/16/2004,4/25/2004
CA,39,49,LA Times,rv,1265,4/17/2004,4/21/2004
CA,40,51,Rasmussen,lv,502,4/17/2004,4/24/2004
FL,46,45,ARG,lv,600,4/18/2004,4/21/2004
IA,46,47,ARG,lv,600,4/18/2004,4/21/2004
WA,41,45,Moore Info,rv,500,4/18/2004,4/19/2004
NH,45,49,Granite St.,lv,491,4/19/2004,4/26/2004
NY,32,51,Siena,rv,625,4/19/2004,4/22/2004
WA,41,46,Elway Poll,rv,405,4/2/2004,4/5/2004
MI,41,51,SUSA,lv,536,4/2/2004,4/4/2004
WI,50,38,Badger Poll,rv,511,4/20/2004,4/28/2004
NJ,39,51,Rasmussen,lv,500,4/20/2004,4/20/2004
NH,45,47,Rasmussen,lv,500,4/21/2004,4/21/2004
CT,33,51,UConn,rv,501,4/21/2004,4/27/2004
AZ,41,38,Ariz St. Univ,rv,410,4/23/2004,4/26/2004
OR,43,43,Rasmussen,lv,500,4/25/2004,4/25/2004
OR,46,48,Research 2000,lv,600,4/25/2004,4/29/2004
WV,49,45,Ipsos,rv,984,4/26/2004,4/29/2004
WI,40,49,Lake Snell Perry,lv,600,4/26/2004,4/28/2004
WI,41,45,Rasmussen,lv,500,4/28/2004,4/28/2004
NJ,37,43,Star-Ledger,rv,643,4/28/2004,5/4/2004
AZ,45,37,BRC,rv,555,4/29/2004,5/4/2004
FL,46,48,Hamilton Beattie,lv,1000,4/29/2004,5/9/2004
NJ,48,44,FDU Public Mind,rv,802,4/3/2004,4/10/2004
MI,43,47,SUSA,lv,536,4/30/2004,5/2/2004
MS,61,30,MSU,lv,300,4/5/2004,4/21/2004
NY,35,49,Quinnipiac,rv,1279,4/5/2004,4/12/2004
AL,55,36,SUSA,lv,743,5/1/2004,5/4/2004
OH,42,49,ARG,lv,600,5/10/2004,5/12/2004
UT,67,22,Deseret News,rv,923,5/10/2004,5/12/2004
AL,54,29,Mobile Register,rv,400,5/10/2004,5/13/2004
NJ,43,46,Quinnipiac,rv,1122,5/10/2004,5/16/2004
MI,44,40,Mitchell Research,lv,413,5/11/2004,5/12/2004
IL,43,48,Rasmussen,lv,500,5/12/2004,5/12/2004
IN,54,33,Indy Star,rv,700,5/13/2004,5/19/2004
OK,53,34,Oklahoman,rv,500,5/16/2004,5/19/2004
FL,47,46,ARG,lv,600,5/17/2004,5/19/2004
CA,39,51,Field Poll,rv,647,5/18/2004,5/24/2004
SD,48,34,Zogby,lv,500,5/19/2004,5/21/2004
PA,43,49,"Bennett, Petts",lv,600,5/2/2004,5/3/2004
AR,45,45,Rasmussen,lv,500,5/2/2004,5/2/2004
AZ,43,38,KAET/ASU,rv,377,5/20/2004,5/23/2004
OH,47,41,Mason-Dixon,rv,1500,5/20/2004,5/25/2004
IL,37,53,Chi Trib/WGN,lv,600,5/21/2004,5/24/2004
LA,48,29,Multi-Quest,rv,400,5/21/2004,5/25/2004
SD,51,35,KELO,rv,800,5/22/2004,5/22/2004
IA,42,46,KCCI/Res 2000,lv,604,5/23/2004,5/25/2004
MT,53,33,Mason-Dixon,rv,625,5/24/2004,5/26/2004
MN,41,44,MPR/Mason-Dixon,rv,625,5/24/2004,5/24/2004
PA,41,44,Quinnipiac,rv,701,5/24/2004,5/25/2004
IA,45,48,SUSA,lv,794,5/24/2004,5/26/2004
CT,36,46,Quinnipiac,rv,1350,5/26/2004,6/1/2004
LA,48,42,MRI,rv,600,5/27/2004,5/27/2004
OR,45,45,ARG,lv,600,5/3/2004,5/5/2004
TX,58,29,Texas Poll,rv,1000,5/3/2004,5/15/2004
MI,43,47,SUSA,lv,567,5/31/2004,6/2/2004
AL,56,37,Capital Survey,rv,785,5/4/2004,5/20/2004
CA,45,46,SUSA,lv,635,5/4/2004,5/6/2004
KY,52,40,Bluegrass,lv,665,5/5/2004,5/11/2004
PA,43,48,Muhlenberg,rv,400,5/5/2004,5/14/2004
OR,44,39,Riley/KGW-TV,lv,776,5/5/2004,5/10/2004
OR,45,47,Research 2000,lv,603,5/6/2004,5/10/2004
WA,44,49,SurveyUSA,lv,654,6/1/2004,6/3/2004
AZ,44,41,Arizona Republic,lv,600,6/10/2004,6/13/2004
RI,25,49,Brown Univ,rv,477,6/12/2004,6/14/2004
FL,50,43,SUSA,lv,723,6/12/2004,6/14/2004
NC,47,42,Research 2000,lv,600,6/13/2004,6/16/2004
WV,44,47,ARG,lv,600,6/15/2004,6/17/2004
WI,46,42,Badger Poll,a,504,6/15/2004,6/23/2004
NJ,40,46,Quinnipiac,rv,1167,6/15/2004,6/20/2004
TN,49,41,Rasmussen,lv,500,6/16/2004,6/16/2004
NH,45,44,Becker Institue,rv,401,6/18/2004,6/20/2004
TN,51,41,SurveyUSA,lv,700,6/19/2004,6/21/2004
MI,43,45,EPIC/MRA,lv,600,6/2/2004,6/6/2004
OH,43,49,ARG,lv,600,6/21/2004,6/23/2004
FL,46,47,ARG,lv,600,6/21/2004,6/23/2004
PA,43,44,Quinnipiac,rv,839,6/21/2004,6/22/2004
FL,48,46,Strategic Vision,rv,801,6/21/2004,6/24/2004
OK,60,34,SurveyUSA,lv,651,6/21/2004,6/23/2004
MN,44.2,46.5,UofM HHI,rv,589,6/21/2004,7/12/2004
IA,44.4,47.7,UofM HHI,rv,614,6/21/2004,7/12/2004
WI,46.1,44.6,UofM HHI,rv,575,6/21/2004,7/12/2004
MI,42,40,Fox News,rv,750,6/22/2004,6/23/2004
OH,45,41,Fox News,rv,750,6/22/2004,6/23/2004
PA,46,41,Fox News,rv,750,6/22/2004,6/23/2004
FL,48,38,Fox News,rv,750,6/22/2004,6/23/2004
IN,52,36,IMA,lv,600,6/22/2004,6/24/2004
AK,56,33,Dittman Res,rv,511,6/23/2004,6/30/2004
FL,43,43,Quinnipiac,rv,1209,6/23/2004,6/27/2004
AZ,47,35,KAET,rv,400,6/24/2004,6/27/2004
MI,44,43,Mitchell Research,rv,400,6/24/2004,6/30/2004
CT,32,50,Quinnipiac,rv,979,6/27/2004,6/28/2004
CA,38,46,SJSU,lv,608,6/28/2004,7/2/2004
KS,56,36,SurveyUSA,lv,598,6/28/2004,6/30/2004
MI,41,51,SUSA,lv,594,6/28/2004,6/30/2004
CA,38,49,PPIC,lv,1378,6/30/2004,7/14/2004
MD,38,52,Gonzales Research,rv,836,6/4/2004,6/9/2004
OH,42,45,LA Times,rv,722,6/5/2004,6/8/2004
WI,44,42,LA Times,rv,694,6/5/2004,6/8/2004
MO,48,37,LA Times,rv,566,6/5/2004,6/8/2004
ME,41,43.5,Strategic Mktg Svs,rv,400,6/5/2004,6/12/2004
NH,46,46,ARG,lv,600,6/7/2004,6/9/2004
IL,39,52,SurveyUSA,lv,742,6/7/2004,6/9/2004
KY,52,39,SurveyUSA,lv,669,6/7/2004,6/8/2004
PA,46,47,SUSA,lv,684,6/7/2004,6/9/2004
ID,55,25,Greg Smith & Asc,lv,400,6/8/2004,6/14/2004
WA,44,45,Moore Info,rv,500,6/9/2004,6/11/2004
NY,34,52,Quinnipiac,rv,1466,6/9/2004,6/14/2004
NC,49,44,Research 2000,lv,600,7/10/2004,7/14/2004
SC,51,44,SUSA,lv,710,7/10/2004,7/12/2004
MN,44,45,Mason-Dixon,rv,625,7/12/2004,7/14/2004
NY,29,51,Siena,rv,604,7/12/2004,7/15/2004
AZ,53,41,SurveyUSA,lv,767,7/12/2004,7/14/2004
WI,42,48,ARG,lv,600,7/13/2004,7/15/2004
FL,44,47,ARG,lv,600,7/13/2004,7/15/2004
MO,44,46,KC Star,rv,600,7/13/2004,7/20/2004
MI,44,46,Strategic Vision,lv,801,7/13/2004,7/17/2004
OH,47,44,Columbus Dispatch,rv,3047,7/14/2004,7/23/2004
LA,54,38,MRI,rv,600,7/14/2004,7/14/2004
FL,44,47,Research 2000,lv,600,7/15/2004,7/19/2004
IA,46,45,DM Register,lv,641,7/17/2004,7/21/2004
OH,48,43,Strategic Vision,lv,801,7/17/2004,7/20/2004
MA,30,56,Merrimack,lv,601,7/18/2004,7/28/2004
PA,43,47,Strategic Vision,lv,801,7/18/2004,7/20/2004
MA,30,59,Suffolk Univ,lv,400,7/18/2004,7/18/2004
OR,42,50,ARG,lv,600,7/19/2004,7/22/2004
NH,45,47,ARG,lv,600,7/19/2004,7/21/2004
OH,45,51,CNN/USAT/Gallup,lv,639,7/19/2004,7/22/2004
MO,48,48,CNN/USAT/Gallup,lv,636,7/19/2004,7/22/2004
FL,50,47,CNN/USAT/Gallup,lv,699,7/19/2004,7/22/2004
NC,48,44,FMM&A,lv,600,7/19/2004,7/22/2004
PA,38,48,LA Times,rv,815,7/19/2004,7/21/2004
FL,45,44,LA Times,rv,729,7/19/2004,7/21/2004
FL,48,46,Mason-Dixon,lv,625,7/19/2004,7/21/2004
FL,46,46,Sayfie/Insdr Adv,rv,687,7/19/2004,7/20/2004
OH,45,47,ARG,lv,600,7/20/2004,7/22/2004
NJ,43,45,FDU Public Mind,rv,834,7/20/2004,7/26/2004
NV,46,43,Mason-Dixon,rv,625,7/20/2004,7/22/2004
MO,45,48,Research 2000,lv,802,7/20/2004,7/22/2004
MN,47,47,Strategic Vision,lv,801,7/20/2004,7/24/2004
NV,45,49,SurveyUSA,lv,801,7/20/2004,7/22/2004
AL,56,34,Capital Survey,lv,590,7/22/2004,7/28/2004
CA,41,53,SUSA,lv,711,7/23/2004,7/25/2004
KY,52,42,SurveyUSA,lv,690,7/24/2004,7/26/2004
NC,51,44,SUSA,lv,906,7/24/2004,7/26/2004
WV,44,47,ARG,lv,600,7/26/2004,7/28/2004
IA,46,46,ARG,lv,600,7/26/2004,7/28/2004
PA,44.7,52.7,Zogby,lv,932,7/26/2004,7/30/2004
FL,46.7,49.5,Zogby,lv,1587,7/26/2004,7/30/2004
TN,47.5,49.3,Zogby/WSJ,lv,821,7/26/2004,7/30/2004
NH,41.8,50.7,Zogby/WSJ,lv,552,7/26/2004,7/30/2004
MN,43.7,51.8,Zogby/WSJ,lv,652,7/26/2004,7/30/2004
WV,44.2,47.6,Zogby/WSJ,lv,517,7/26/2004,7/30/2004
MI,44.6,52.1,Zogby/WSJ,lv,1022,7/26/2004,7/30/2004
WA,44.8,52.6,Zogby/WSJ,lv,1162,7/26/2004,7/30/2004
OR,45.9,49.9,Zogby/WSJ,lv,644,7/26/2004,7/30/2004
NV,46,45.4,Zogby/WSJ,lv,505,7/26/2004,7/30/2004
IA,46.1,50,Zogby/WSJ,lv,497,7/26/2004,7/30/2004
NM,47.6,49.1,Zogby/WSJ,lv,494,7/26/2004,7/30/2004
WI,47.8,49.7,Zogby/WSJ,lv,634,7/26/2004,7/30/2004
AR,47.9,46.4,Zogby/WSJ,lv,503,7/26/2004,7/30/2004
MO,48.2,48.8,Zogby/WSJ,lv,949,7/26/2004,7/30/2004
OH,51.1,46.1,Zogby/WSJ,lv,1571,7/26/2004,7/30/2004
OK,55.5,35.5,NRSC,lv,600,7/29/2004,7/29/2004
